HGNC.ID	ENSG	Symbol
HGNC:41310	ENSG00000224771	ATP2B2-IT2
HGNC:816	ENSG00000067842	ATP2B3
HGNC:816	ENSG00000067842	SCAX1
HGNC:816	ENSG00000067842	CLA2
HGNC:816	ENSG00000067842	PMCA3
HGNC:816	ENSG00000067842	CFAP39
HGNC:817	ENSG00000058668	ATP2B4
HGNC:817	ENSG00000058668	ATP2B2
HGNC:817	ENSG00000058668	MXRA1
HGNC:817	ENSG00000058668	PMCA4
HGNC:13211	ENSG00000017260	ATP2C1
HGNC:13211	ENSG00000017260	BCPM
HGNC:13211	ENSG00000017260	KIAA1347
HGNC:13211	ENSG00000017260	ATP2C1A
HGNC:13211	ENSG00000017260	PMR1
HGNC:13211	ENSG00000017260	SPCA1
HGNC:29103	ENSG00000064270	ATP2C2
HGNC:29103	ENSG00000064270	KIAA0703
HGNC:29103	ENSG00000064270	SPCA2
HGNC:53167	ENSG00000261286	ATP2C2-AS1
HGNC:53167	ENSG00000261286	RP11-517C16.2-001
HGNC:53167	ENSG00000261286	RP11-517C16.2
HGNC:818		ATP3
HGNC:819	ENSG00000105675	ATP4A
HGNC:819	ENSG00000105675	ATP6A
HGNC:820	ENSG00000186009	ATP4B
HGNC:820	ENSG00000186009	ATP6B
HGNC:821		ATP5
HGNC:822		ATP5A
HGNC:825		ATP5A1P5
HGNC:825		ATP5AL1
HGNC:825		ATP5A1P6
HGNC:37664		ATP5A1P6
HGNC:37667		ATP5A1P9
HGNC:826		ATP5AL2
HGNC:832		ATP5BL2
HGNC:832		ATPSBL2
HGNC:835		ATP5CL1
HGNC:836		ATP5CL2
HGNC:823	ENSG00000152234	ATP5F1A
HGNC:823	ENSG00000152234	ATP5AL2
HGNC:823	ENSG00000152234	ATPM
HGNC:823	ENSG00000152234	ATP5A1
HGNC:823	ENSG00000152234	ATP5A
HGNC:823	ENSG00000152234	hATP1
HGNC:823	ENSG00000152234	OMR
HGNC:823	ENSG00000152234	ORM
HGNC:827	ENSG00000234861	ATP5F1AP1
HGNC:827	ENSG00000234861	ATP5AP1
HGNC:827	ENSG00000234861	ATP5A1P5
HGNC:827	ENSG00000234861	ATP5AL1
HGNC:827	ENSG00000234861	ATP5A1P6
HGNC:827	ENSG00000234861	ATP5A1P1
HGNC:828	ENSG00000227682	ATP5F1AP2
HGNC:828	ENSG00000227682	ATP5AP2
HGNC:828	ENSG00000227682	ATP5A1P2
HGNC:829	ENSG00000263232	ATP5F1AP3
HGNC:829	ENSG00000263232	ATP5AP3
HGNC:829	ENSG00000263232	ATP5A1P3
HGNC:23563	ENSG00000258877	ATP5F1AP4
HGNC:23563	ENSG00000258877	ATP5AP4
HGNC:23563	ENSG00000258877	ATP5A1P4
HGNC:37665	ENSG00000241571	ATP5F1AP7
HGNC:37665	ENSG00000241571	ATP5A1P9
HGNC:37665	ENSG00000241571	ATP5A1P7
HGNC:37666	ENSG00000234720	ATP5F1AP8
HGNC:37666	ENSG00000234720	ATP5A1P8
HGNC:37668	ENSG00000277297	ATP5F1AP10
HGNC:37668	ENSG00000277297	ATP5A1P10
HGNC:830	ENSG00000110955	ATP5F1B
HGNC:830	ENSG00000110955	ATPSB
HGNC:830	ENSG00000110955	ATP5B
HGNC:831	ENSG00000231635	ATP5F1BP1
HGNC:831	ENSG00000231635	ATPSBL1
HGNC:831	ENSG00000231635	ATP5BL1
HGNC:831	ENSG00000231635	ATP5BP1
HGNC:831	ENSG00000231635	ATPMBL1
HGNC:833	ENSG00000165629	ATP5F1C
HGNC:833	ENSG00000165629	ATP5CL1
HGNC:833	ENSG00000165629	ATP5C
HGNC:833	ENSG00000165629	ATP5C1
HGNC:834	ENSG00000224004	ATP5F1CP1
HGNC:834	ENSG00000224004	ATP5CL2
HGNC:834	ENSG00000224004	ATP5C2
HGNC:834	ENSG00000224004	ATP5C1P1
HGNC:837	ENSG00000099624	ATP5F1D
HGNC:837	ENSG00000099624	ATP5D
HGNC:838	ENSG00000124172	ATP5F1E
HGNC:838	ENSG00000124172	ATP5E
HGNC:839	ENSG00000250922	ATP5F1EP1
HGNC:839	ENSG00000250922	ATP5EP1
HGNC:34026	ENSG00000180389	ATP5F1EP2
HGNC:34026	ENSG00000180389	ATP5EP2
HGNC:871	ENSG00000130770	ATP5IF1
HGNC:871	ENSG00000130770	ATPIF1
HGNC:871	ENSG00000130770	ATPI
HGNC:871	ENSG00000130770	IP
HGNC:871	ENSG00000130770	ATPIP
HGNC:871	ENSG00000130770	MGC1167
HGNC:871	ENSG00000130770	MGC8898
HGNC:841	ENSG00000159199	ATP5MC1
HGNC:841	ENSG00000159199	ATP5G
HGNC:841	ENSG00000159199	ATP5G1
HGNC:19815	ENSG00000230157	ATP5MC1P1
HGNC:19815	ENSG00000230157	ATP5GP3
HGNC:19815	ENSG00000230157	ATP5G1P1
HGNC:19817	ENSG00000283016	ATP5MC1P2
HGNC:19817	ENSG00000283016	ATP5GP4
HGNC:19817	ENSG00000283016	ATP5G1P2
HGNC:39506	ENSG00000242244	ATP5MC1P3
HGNC:39506	ENSG00000242244	ATP5G1P3
HGNC:39507	ENSG00000227440	ATP5MC1P4
HGNC:39507	ENSG00000227440	ATP5G1P4
HGNC:39508	ENSG00000227590	ATP5MC1P5
HGNC:39508	ENSG00000227590	ATP5G1P5
HGNC:39509	ENSG00000214318	ATP5MC1P6
HGNC:39509	ENSG00000214318	ATP5G1P6
HGNC:39510	ENSG00000232734	ATP5MC1P7
HGNC:39510	ENSG00000232734	ATP5G1P7
HGNC:39511	ENSG00000224948	ATP5MC1P8
HGNC:39511	ENSG00000224948	ATP5G1P8
HGNC:842	ENSG00000135390	ATP5MC2
HGNC:842	ENSG00000135390	ATP5G2
HGNC:844	ENSG00000225712	ATP5MC2P1
HGNC:844	ENSG00000225712	ATP5GP1
HGNC:844	ENSG00000225712	ATP5G2P1
HGNC:19672	ENSG00000258401	ATP5MC2P2
HGNC:19672	ENSG00000258401	ATP5GP2
HGNC:19672	ENSG00000258401	ATP5G2P2
HGNC:42187	ENSG00000230482	ATP5MC2P3
HGNC:42187	ENSG00000230482	ATP5G2P3
HGNC:42188	ENSG00000228847	ATP5MC2P4
HGNC:42188	ENSG00000228847	ATP5G2P4
HGNC:843	ENSG00000154518	ATP5MC3
HGNC:843	ENSG00000154518	ATP5G3
HGNC:846	ENSG00000169020	ATP5ME
HGNC:846	ENSG00000169020	ATP5I
HGNC:848	ENSG00000241468	ATP5MF
HGNC:848	ENSG00000241468	ATP5J2
HGNC:848	ENSG00000241468	ATP5JL
HGNC:38844	ENSG00000248919	ATP5MF-PTCD1
HGNC:38844	ENSG00000248919	ATP5J2-PTCD1
HGNC:849	ENSG00000224421	ATP5MFP1
HGNC:849	ENSG00000224421	ATP5J2LP
HGNC:21540	ENSG00000228834	ATP5MFP2
HGNC:21540	ENSG00000228834	ATP5J2P2
HGNC:21540	ENSG00000228834	bA249L21.4
HGNC:21286	ENSG00000232851	ATP5MFP3
HGNC:21286	ENSG00000232851	ATP5J2P3
HGNC:21286	ENSG00000232851	bA159H20.5
HGNC:32451	ENSG00000256826	ATP5MFP4
HGNC:32451	ENSG00000256826	ATP5J2P4
HGNC:33611	ENSG00000256103	ATP5MFP5
HGNC:33611	ENSG00000256103	ATP5J2P5
HGNC:33612	ENSG00000261102	ATP5MFP6
HGNC:33612	ENSG00000261102	ATP5J2P6
HGNC:14247	ENSG00000167283	ATP5MG
HGNC:14247	ENSG00000167283	ATP5L
HGNC:14247	ENSG00000167283	ATP5JG
HGNC:13213	ENSG00000249222	ATP5MGL
HGNC:13213	ENSG00000249222	ATP5K2
HGNC:13213	ENSG00000249222	ATP5L2
HGNC:13213	ENSG00000249222	dJ222E13.5
HGNC:13214	ENSG00000256280	ATP5MGP1
HGNC:13214	ENSG00000256280	ATP5KP1
HGNC:13214	ENSG00000256280	ATP5LP1
HGNC:13214	ENSG00000256280	ATPE5KP1
HGNC:13215	ENSG00000232362	ATP5MGP2
HGNC:13215	ENSG00000232362	ATP5KP2
HGNC:13215	ENSG00000232362	ATP5LP2
HGNC:13216	ENSG00000249256	ATP5MGP3
HGNC:13216	ENSG00000249256	ATP5KP3
HGNC:13216	ENSG00000249256	ATP5LP3
HGNC:38165	ENSG00000225176	ATP5MGP4
HGNC:38165	ENSG00000225176	ATP5LP4
HGNC:38167	ENSG00000242561	ATP5MGP5
HGNC:38167	ENSG00000242561	ATP5LP5
HGNC:38168	ENSG00000267376	ATP5MGP6
HGNC:38168	ENSG00000267376	ATP5LP6
HGNC:38169	ENSG00000267189	ATP5MGP7
HGNC:38169	ENSG00000267189	ATP5LP7
HGNC:38170	ENSG00000271332	ATP5MGP8
HGNC:38170	ENSG00000271332	ATP5LP8
HGNC:1188	ENSG00000156411	ATP5MJ
HGNC:1188	ENSG00000156411	C14orf2
HGNC:1188	ENSG00000156411	ATP5MPL
HGNC:1188	ENSG00000156411	MP68
HGNC:1188	ENSG00000156411	MLQ
HGNC:1188	ENSG00000156411	6.8PL
HGNC:30889	ENSG00000173915	ATP5MK
HGNC:30889	ENSG00000173915	USMG5
HGNC:30889	ENSG00000173915	ATP5MD
HGNC:30889	ENSG00000173915	MGC14697
HGNC:30889	ENSG00000173915	bA792D24.4
HGNC:30889	ENSG00000173915	DAPIT
HGNC:30889	ENSG00000173915	AGP
HGNC:31716	ENSG00000231549	ATP5MKP1
HGNC:31716	ENSG00000231549	USMG5P1
HGNC:31716	ENSG00000231549	ATP5MDP1
HGNC:840	ENSG00000116459	ATP5PB
HGNC:840	ENSG00000116459	ATP5F1
HGNC:39742	ENSG00000224451	ATP5PBP1
HGNC:39742	ENSG00000224451	ATP5F1P1
HGNC:39743	ENSG00000214342	ATP5PBP2
HGNC:39743	ENSG00000214342	ATP5F1P2
HGNC:39744	ENSG00000214003	ATP5PBP3
HGNC:39744	ENSG00000214003	ATP5F1P3
HGNC:39745	ENSG00000214025	ATP5PBP4
HGNC:39745	ENSG00000214025	ATP5F1P4
HGNC:39746	ENSG00000254944	ATP5PBP5
HGNC:39746	ENSG00000254944	ATP5F1P5
HGNC:39747	ENSG00000219806	ATP5PBP6
HGNC:39747	ENSG00000219806	ATP5F1P6
HGNC:39748	ENSG00000261424	ATP5PBP7
HGNC:39748	ENSG00000261424	ATP5F1P7
HGNC:845	ENSG00000167863	ATP5PD
HGNC:845	ENSG00000167863	ATP5H
HGNC:845	ENSG00000167863	ATPQ
HGNC:845	ENSG00000167863	ATP5JD
HGNC:31021	ENSG00000261679	ATP5PDP1
HGNC:31021	ENSG00000261679	ATP5HP1
HGNC:31021	ENSG00000261679	HsT18164
HGNC:49624	ENSG00000229184	ATP5PDP2
HGNC:49624	ENSG00000229184	ATP5HP2
HGNC:49625	ENSG00000213954	ATP5PDP3
HGNC:49625	ENSG00000213954	ATP5HP3
HGNC:49626	ENSG00000234925	ATP5PDP4
HGNC:49626	ENSG00000234925	ATP5HP4
HGNC:847	ENSG00000154723	ATP5PF
HGNC:847	ENSG00000154723	ATP5A
HGNC:847	ENSG00000154723	ATP5
HGNC:847	ENSG00000154723	ATPM
HGNC:847	ENSG00000154723	ATP5J
HGNC:847	ENSG00000154723	CF6
HGNC:23933	ENSG00000237701	ATP5PFP1
HGNC:23933	ENSG00000237701	ATP5JP1
HGNC:850	ENSG00000241837	ATP5PO
HGNC:850	ENSG00000241837	ATP5O
HGNC:850	ENSG00000241837	OSCP
HGNC:850	ENSG00000241837	ATPO
HGNC:54673	ENSG00000159186	ATP5POP1
HGNC:868	ENSG00000071553	ATP6AP1
HGNC:868	ENSG00000071553	ATP6S1
HGNC:868	ENSG00000071553	ATP6IP1
HGNC:868	ENSG00000071553	ORF
HGNC:868	ENSG00000071553	XAP-3
HGNC:868	ENSG00000071553	VATPS1
HGNC:868	ENSG00000071553	16A
HGNC:868	ENSG00000071553	Ac45
HGNC:868	ENSG00000071553	XAP3
HGNC:868	ENSG00000071553	CF2
HGNC:28091	ENSG00000205464	ATP6AP1L
HGNC:18305	ENSG00000182220	ATP6AP2
HGNC:18305	ENSG00000182220	ATP6IP2
HGNC:18305	ENSG00000182220	M8-9
HGNC:18305	ENSG00000182220	APT6M8-9
HGNC:18305	ENSG00000182220	ATP6M8-9
HGNC:18305	ENSG00000182220	PRR
HGNC:18305	ENSG00000182220	RENR
HGNC:867		ATP6N2
HGNC:851	ENSG00000114573	ATP6V1A
HGNC:851	ENSG00000114573	VPP2
HGNC:851	ENSG00000114573	ATP6A1
HGNC:851	ENSG00000114573	ATP6V1A1
HGNC:851	ENSG00000114573	Vma1
HGNC:851	ENSG00000114573	VA68
HGNC:852		ATP6V1A2
HGNC:853	ENSG00000116039	ATP6V1B1
HGNC:853	ENSG00000116039	VPP3
HGNC:853	ENSG00000116039	ATP6B1
HGNC:853	ENSG00000116039	VATB
HGNC:853	ENSG00000116039	RTA1B
HGNC:853	ENSG00000116039	Vma2
HGNC:51118	ENSG00000239322	ATP6V1B1-AS1
HGNC:854	ENSG00000147416	ATP6V1B2
HGNC:854	ENSG00000147416	VPP3
HGNC:854	ENSG00000147416	ATP6B2
HGNC:854	ENSG00000147416	VATB
HGNC:854	ENSG00000147416	Vma2
HGNC:854	ENSG00000147416	HO57
HGNC:856	ENSG00000155097	ATP6V1C1
HGNC:856	ENSG00000155097	ATP6D
HGNC:856	ENSG00000155097	ATP6C
HGNC:856	ENSG00000155097	VATC
HGNC:856	ENSG00000155097	Vma5
HGNC:18264	ENSG00000143882	ATP6V1C2
HGNC:18264	ENSG00000143882	VMA5
HGNC:18264	ENSG00000143882	ATP6C2
HGNC:13527	ENSG00000100554	ATP6V1D
HGNC:13527	ENSG00000100554	ATP6M
HGNC:13527	ENSG00000100554	VATD
HGNC:13527	ENSG00000100554	VMA8
HGNC:857	ENSG00000131100	ATP6V1E1
HGNC:857	ENSG00000131100	ATP6E
HGNC:857	ENSG00000131100	ATP6V1E
HGNC:857	ENSG00000131100	P31
HGNC:857	ENSG00000131100	Vma4
HGNC:857	ENSG00000131100	ATP6E2
HGNC:859	ENSG00000225099	ATP6V1E1P1
HGNC:859	ENSG00000225099	ATP6EP1
HGNC:859	ENSG00000225099	ATP6V1EP1
HGNC:860	ENSG00000266549	ATP6V1E1P2
HGNC:860	ENSG00000266549	ATP6EP2
HGNC:860	ENSG00000266549	ATP6V1EP2
HGNC:858	ENSG00000256293	ATP6V1E1P3
HGNC:858	ENSG00000256293	ATP6EL1
HGNC:858	ENSG00000256293	ATP6V1EL1
HGNC:18125	ENSG00000250565	ATP6V1E2
HGNC:18125	ENSG00000250565	ATP6EL2
HGNC:18125	ENSG00000250565	ATP6V1EL2
HGNC:18125	ENSG00000250565	MGC9341
HGNC:18125	ENSG00000250565	VMA4
HGNC:18125	ENSG00000250565	ATP6E1
HGNC:16832	ENSG00000128524	ATP6V1F
HGNC:16832	ENSG00000128524	ATP6S14
HGNC:16832	ENSG00000128524	VATF
HGNC:16832	ENSG00000128524	Vma7
HGNC:52392	ENSG00000272899	ATP6V1FNB
HGNC:864	ENSG00000136888	ATP6V1G1
HGNC:864	ENSG00000136888	ATP6J
HGNC:864	ENSG00000136888	ATP6G1
HGNC:864	ENSG00000136888	ATP6GL
HGNC:864	ENSG00000136888	Vma10
HGNC:864	ENSG00000136888	ATP6G
HGNC:864	ENSG00000136888	DKFZp547P234
HGNC:19816	ENSG00000270371	ATP6V1G1P1
HGNC:19816	ENSG00000270371	ATP6V1GP1
HGNC:29359	ENSG00000253502	ATP6V1G1P2
HGNC:29359	ENSG00000253502	ATP6V1GP2
HGNC:37670	ENSG00000224662	ATP6V1G1P3
HGNC:37671	ENSG00000233343	ATP6V1G1P4
HGNC:37672	ENSG00000270904	ATP6V1G1P5
HGNC:37673	ENSG00000249372	ATP6V1G1P6
HGNC:39852	ENSG00000230474	ATP6V1G1P7
HGNC:862	ENSG00000213760	ATP6V1G2
HGNC:862	ENSG00000213760	ATP6G
HGNC:862	ENSG00000213760	ATP6G2
HGNC:862	ENSG00000213760	Vma10
HGNC:862	ENSG00000213760	NG38
HGNC:862	ENSG00000213760	Em:AC004181.3
HGNC:41999	ENSG00000254870	ATP6V1G2-DDX39B
HGNC:18265	ENSG00000151418	ATP6V1G3
HGNC:18265	ENSG00000151418	ATP6G3
HGNC:18265	ENSG00000151418	Vma10
HGNC:18303	ENSG00000047249	ATP6V1H
HGNC:18303	ENSG00000047249	CGI-11
HGNC:18303	ENSG00000047249	SFD
HGNC:18303	ENSG00000047249	VMA13
HGNC:18303	ENSG00000047249	SFDalpha
HGNC:18303	ENSG00000047249	SFDbeta
HGNC:865	ENSG00000033627	ATP6V0A1
HGNC:865	ENSG00000033627	VPP1
HGNC:865	ENSG00000033627	ATP6N1
HGNC:865	ENSG00000033627	ATP6N1A
HGNC:865	ENSG00000033627	a1
HGNC:865	ENSG00000033627	Vph1
HGNC:865	ENSG00000033627	Stv1
HGNC:18481	ENSG00000185344	ATP6V0A2
HGNC:18481	ENSG00000185344	TJ6
HGNC:18481	ENSG00000185344	a2
HGNC:18481	ENSG00000185344	TJ6s
HGNC:18481	ENSG00000185344	TJ6M
HGNC:18481	ENSG00000185344	ATP6a2
HGNC:18481	ENSG00000185344	J6B7
HGNC:18481	ENSG00000185344	ATP6N1D
HGNC:18481	ENSG00000185344	Vph1
HGNC:18481	ENSG00000185344	Stv1
HGNC:18481	ENSG00000185344	a2V
HGNC:18481	ENSG00000185344	RTF
HGNC:866	ENSG00000105929	ATP6V0A4
HGNC:866	ENSG00000105929	ATP6N1B
HGNC:866	ENSG00000105929	ATP6N2
HGNC:866	ENSG00000105929	RTA1C
HGNC:866	ENSG00000105929	RDRTA2
HGNC:866	ENSG00000105929	VPP2
HGNC:866	ENSG00000105929	RTADR
HGNC:866	ENSG00000105929	a4
HGNC:866	ENSG00000105929	Vph1
HGNC:866	ENSG00000105929	Stv1
HGNC:861	ENSG00000117410	ATP6V0B
HGNC:861	ENSG00000117410	ATP6F
HGNC:861	ENSG00000117410	VMA16
HGNC:861	ENSG00000117410	HATPL
HGNC:855	ENSG00000185883	ATP6V0C
HGNC:855	ENSG00000185883	ATPL
HGNC:855	ENSG00000185883	ATP6C
HGNC:855	ENSG00000185883	ATP6L
HGNC:855	ENSG00000185883	VATL
HGNC:855	ENSG00000185883	Vma3
HGNC:31323	ENSG00000230201	ATP6V0CP1
HGNC:31323	ENSG00000230201	ATCD1
HGNC:40000	ENSG00000244142	ATP6V0CP2
HGNC:40001	ENSG00000213435	ATP6V0CP3
HGNC:40002	ENSG00000284138	ATP6V0CP4
HGNC:13724	ENSG00000159720	ATP6V0D1
HGNC:13724	ENSG00000159720	ATP6D
HGNC:13724	ENSG00000159720	ATP6DV
HGNC:13724	ENSG00000159720	VATX
HGNC:13724	ENSG00000159720	VPATPD
HGNC:13724	ENSG00000159720	P39
HGNC:13724	ENSG00000159720	Vma6
HGNC:55268	ENSG00000270049	ATP6V0D1-DT
HGNC:18266	ENSG00000147614	ATP6V0D2
HGNC:18266	ENSG00000147614	ATP6D2
HGNC:18266	ENSG00000147614	FLJ38708
HGNC:18266	ENSG00000147614	VMA6
HGNC:863	ENSG00000113732	ATP6V0E1
HGNC:863	ENSG00000113732	ATP6H
HGNC:863	ENSG00000113732	ATP6V0E
HGNC:863	ENSG00000113732	M9.2
HGNC:41935	ENSG00000225364	ATP6V0E1P1
HGNC:41936	ENSG00000223513	ATP6V0E1P2
HGNC:41937	ENSG00000238038	ATP6V0E1P3
HGNC:41938	ENSG00000227883	ATP6V0E1P4
HGNC:21723	ENSG00000171130	ATP6V0E2
HGNC:21723	ENSG00000171130	C7orf32
HGNC:21723	ENSG00000171130	ATP6V0E2L
HGNC:44180	ENSG00000204934	ATP6V0E2-AS1
HGNC:869	ENSG00000165240	ATP7A
HGNC:869	ENSG00000165240	MNK
HGNC:870	ENSG00000123191	ATP7B
HGNC:870	ENSG00000123191	WND
HGNC:31014	ENSG00000270855	ATP7BP1
HGNC:13531	ENSG00000124406	ATP8A1
HGNC:13531	ENSG00000124406	ATPIA
HGNC:55392	ENSG00000260519	ATP8A1-DT
HGNC:13533	ENSG00000132932	ATP8A2
HGNC:13533	ENSG00000132932	ATPIB
HGNC:13533	ENSG00000132932	ML-1
HGNC:39662	ENSG00000240800	ATP8A2P1
HGNC:39663	ENSG00000229800	ATP8A2P2
HGNC:42641	ENSG00000233963	ATP8A2P3
HGNC:3706	ENSG00000081923	ATP8B1
HGNC:3706	ENSG00000081923	FIC1
HGNC:3706	ENSG00000081923	BRIC
HGNC:3706	ENSG00000081923	PFIC1
HGNC:3706	ENSG00000081923	ATPIC
HGNC:3706	ENSG00000081923	PFIC
HGNC:13534	ENSG00000143515	ATP8B2
HGNC:13534	ENSG00000143515	ATPID
HGNC:13534	ENSG00000143515	KIAA1137
HGNC:13535	ENSG00000130270	ATP8B3
HGNC:13535	ENSG00000130270	ATPIK
HGNC:13536	ENSG00000104043	ATP8B4
HGNC:13536	ENSG00000104043	ATPIM
HGNC:13536	ENSG00000104043	KIAA1939
HGNC:27245	ENSG00000179766	ATP8B5P
HGNC:27245	ENSG00000179766	FetA
HGNC:13540	ENSG00000054793	ATP9A
HGNC:13540	ENSG00000054793	KIAA0611
HGNC:13540	ENSG00000054793	ATPIIA
HGNC:13541	ENSG00000166377	ATP9B
HGNC:13541	ENSG00000166377	ATPIIB
HGNC:13542	ENSG00000206190	ATP10A
HGNC:13542	ENSG00000206190	ATP10C
HGNC:13542	ENSG00000206190	ATPVA
HGNC:13542	ENSG00000206190	ATPVC
HGNC:13542	ENSG00000206190	KIAA0566
HGNC:55434	ENSG00000259011	ATP10A-DT
HGNC:13543	ENSG00000118322	ATP10B
HGNC:13543	ENSG00000118322	ATPVB
HGNC:13543	ENSG00000118322	KIAA0715
HGNC:13543	ENSG00000118322	FLJ21477
HGNC:13547		ATP10C
HGNC:13549	ENSG00000145246	ATP10D
HGNC:13549	ENSG00000145246	ATPVD
HGNC:13549	ENSG00000145246	KIAA1487
HGNC:13552	ENSG00000068650	ATP11A
HGNC:13552	ENSG00000068650	ATPIH
HGNC:13552	ENSG00000068650	ATPIS
HGNC:13552	ENSG00000068650	KIAA1021
HGNC:40645	ENSG00000232684	ATP11A-AS1
HGNC:33793	ENSG00000197595	ATP11AUN
HGNC:33793	ENSG00000197595	C13orf35
HGNC:33793	ENSG00000197595	FLJ26443
HGNC:33793	ENSG00000197595	SMABLO1
HGNC:13553	ENSG00000058063	ATP11B
HGNC:13553	ENSG00000058063	ATPIF
HGNC:13553	ENSG00000058063	ATPIR
HGNC:13553	ENSG00000058063	KIAA0956
HGNC:55642	ENSG00000240063	ATP11B-DT
HGNC:13554	ENSG00000101974	ATP11C
HGNC:13554	ENSG00000101974	ATPIG
HGNC:13554	ENSG00000101974	ATPIQ
HGNC:13816	ENSG00000075673	ATP12A
HGNC:13816	ENSG00000075673	ATP1AL1
HGNC:13816	ENSG00000075673	HK
HGNC:13816	ENSG00000075673	H-K-ATPase
HGNC:24215	ENSG00000105726	ATP13A1
HGNC:24215	ENSG00000105726	ATP13A
HGNC:24215	ENSG00000105726	KIAA1825
HGNC:24215	ENSG00000105726	FLJ31858
HGNC:24215	ENSG00000105726	CGI-152
HGNC:30213	ENSG00000159363	ATP13A2
HGNC:30213	ENSG00000159363	PARK9
HGNC:30213	ENSG00000159363	HSA9947
HGNC:30213	ENSG00000159363	CLN12
HGNC:24113	ENSG00000133657	ATP13A3
HGNC:24113	ENSG00000133657	AFURS1
HGNC:48570	ENSG00000233058	ATP13A3-DT
HGNC:48570	ENSG00000233058	LINC00884
HGNC:25422	ENSG00000127249	ATP13A4
HGNC:25422	ENSG00000127249	DKFZp761I1011
HGNC:25422	ENSG00000127249	FLJ37958
HGNC:41095	ENSG00000225473	ATP13A4-AS1
HGNC:31789	ENSG00000187527	ATP13A5
HGNC:31789	ENSG00000187527	FLJ16025
HGNC:41281	ENSG00000236508	ATP13A5-AS1
HGNC:29452	ENSG00000166896	ATP23
HGNC:29452	ENSG00000166896	XRCC6BP1
HGNC:29452	ENSG00000166896	KUB3
HGNC:18803	ENSG00000123472	ATPAF1
HGNC:18803	ENSG00000123472	FLJ22351
HGNC:18803	ENSG00000123472	Atp11p
HGNC:18803	ENSG00000123472	ATP11
HGNC:18802	ENSG00000171953	ATPAF2
HGNC:18802	ENSG00000171953	Atp12p
HGNC:18802	ENSG00000171953	ATP12
HGNC:18802	ENSG00000171953	LP3663
HGNC:18802	ENSG00000171953	MGC29736
HGNC:872		ATPL
HGNC:873		ATPM
HGNC:874		ATPSB
HGNC:875		ATPSBL1
HGNC:876		ATPSBL2
HGNC:27029	ENSG00000150756	ATPSCKMT
HGNC:27029	ENSG00000150756	FAM173B
HGNC:27029	ENSG00000150756	JS-2
HGNC:882	ENSG00000175054	ATR
HGNC:882	ENSG00000175054	FRP1
HGNC:882	ENSG00000175054	SCKL
HGNC:882	ENSG00000175054	SCKL1
HGNC:882	ENSG00000175054	MEC1
HGNC:24090	ENSG00000138085	ATRAID
HGNC:24090	ENSG00000138085	C2orf28
HGNC:24090	ENSG00000138085	HSPC013
HGNC:24090	ENSG00000138085	p18
HGNC:24090	ENSG00000138085	APR3
HGNC:883		ATRC1
HGNC:884		ATRC2
HGNC:33499	ENSG00000164053	ATRIP
HGNC:33499	ENSG00000164053	FLJ12343
HGNC:33499	ENSG00000164053	MGC20625
HGNC:33499	ENSG00000164053	MGC21482
HGNC:33499	ENSG00000164053	MGC26740
HGNC:885	ENSG00000088812	ATRN
HGNC:885	ENSG00000088812	DPPT-L
HGNC:885	ENSG00000088812	MGCA
HGNC:29063	ENSG00000107518	ATRNL1
HGNC:29063	ENSG00000107518	KIAA0534
HGNC:29063	ENSG00000107518	FLJ45344
HGNC:29063	ENSG00000107518	ALP
HGNC:886	ENSG00000085224	ATRX
HGNC:886	ENSG00000085224	RAD54
HGNC:886	ENSG00000085224	JMS
HGNC:886	ENSG00000085224	MRX52
HGNC:886	ENSG00000085224	XH2
HGNC:886	ENSG00000085224	XNP
HGNC:887		ATS
HGNC:10548	ENSG00000124788	ATXN1
HGNC:10548	ENSG00000124788	SCA1
HGNC:10548	ENSG00000124788	D6S504E
HGNC:10548	ENSG00000124788	ATX1
HGNC:40515	ENSG00000229931	ATXN1-AS1
HGNC:33279	ENSG00000224470	ATXN1L
HGNC:33279	ENSG00000224470	BOAT1
HGNC:10555	ENSG00000204842	ATXN2
HGNC:10555	ENSG00000204842	SCA2
HGNC:10555	ENSG00000204842	TNRC13
HGNC:10555	ENSG00000204842	ATX2
HGNC:51838	ENSG00000258099	ATXN2-AS
HGNC:31326	ENSG00000168488	ATXN2L
HGNC:31326	ENSG00000168488	A2lp
HGNC:31326	ENSG00000168488	A2D
HGNC:7106	ENSG00000066427	ATXN3
HGNC:7106	ENSG00000066427	SCA3
HGNC:7106	ENSG00000066427	MJD
HGNC:7106	ENSG00000066427	ATX3
HGNC:7106	ENSG00000066427	JOS
HGNC:24173	ENSG00000123594	ATXN3L
HGNC:24173	ENSG00000123594	MJDL
HGNC:10560	ENSG00000163635	ATXN7
HGNC:10560	ENSG00000163635	SCA7
HGNC:10560	ENSG00000163635	OPCA3
HGNC:10560	ENSG00000163635	ADCAII
HGNC:10560	ENSG00000163635	SGF73
HGNC:22210	ENSG00000146776	ATXN7L1
HGNC:22210	ENSG00000146776	ATXN7L4
HGNC:22210	ENSG00000146776	KIAA1218
HGNC:22210	ENSG00000146776	MGC33190
HGNC:28713	ENSG00000162650	ATXN7L2
HGNC:28713	ENSG00000162650	MGC46534
HGNC:28713	ENSG00000162650	FLJ00381
HGNC:25416	ENSG00000087152	ATXN7L3
HGNC:25416	ENSG00000087152	DKFZp761G2113
HGNC:55298	ENSG00000267394	ATXN7L3-AS1
